"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.982210417E-1,-9.170206580E-3,-6.666922197E-4,7.555421233E-2,7.611160338E-2
9.081570416E-1,-1.111078782E-2,5.367958671E-3,7.570390105E-2,7.670296748E-2
9.180940416E-1,-6.710392591E-3,2.990654376E-3,8.782985687E-2,8.813658231E-2
9.280300416E-1,-2.496413905E-3,2.134146919E-3,7.899822235E-2,7.906646445E-2
9.379670416E-1,-5.012288075E-3,-4.426917834E-3,6.926670134E-2,6.958876740E-2
9.479030416E-1,-4.922039956E-3,4.090734911E-3,7.285455287E-2,7.313512468E-2
9.578400416E-1,-2.155265417E-3,2.228287091E-3,8.258315027E-2,8.264131618E-2
9.677760416E-1,-3.307057265E-3,2.446004511E-3,7.704525232E-2,7.715497697E-2
9.777130416E-1,1.828186791E-3,-6.254273225E-3,8.483081996E-2,8.508070414E-2
9.876490416E-1,3.188011609E-4,-6.981936372E-3,7.105828822E-2,7.140118622E-2
9.975860416E-1,-2.882183958E-3,-1.104015071E-2,6.821303308E-2,6.916075328E-2
1.007523042E0,1.986554973E-3,-6.125332983E-3,7.360358119E-2,7.388472961E-2
1.017459042E0,2.901333589E-3,-3.641116004E-3,7.554953456E-2,7.569285062E-2
1.027396042E0,-6.031384673E-3,1.192630995E-3,8.572602868E-2,8.594621553E-2
1.037332042E0,-1.824203376E-3,-4.267133530E-3,7.943734825E-2,7.957278708E-2
1.047269042E0,-6.072169002E-3,-5.477635078E-3,6.746108115E-2,6.795493501E-2
1.057205042E0,-4.143154286E-3,-3.921690993E-3,7.614536583E-2,7.635877242E-2
1.067142042E0,-9.927640278E-3,3.205251759E-3,6.641384482E-2,6.722819695E-2
1.077078042E0,-2.892964762E-3,-3.659155578E-3,6.521691978E-2,6.538352461E-2
1.087015042E0,-8.737750165E-4,-2.886171942E-3,7.763932943E-2,7.769786964E-2
1.096951042E0,-2.463103049E-3,-4.674899164E-3,7.060395956E-2,7.080141711E-2
1.106888042E0,1.464435160E-3,-5.889411536E-3,7.449586630E-2,7.474265070E-2
1.116825042E0,-1.074681692E-2,-3.188980054E-3,7.269784749E-2,7.355705742E-2
1.126761042E0,-7.539308500E-3,-3.379370878E-4,7.344862998E-2,7.383533449E-2
1.136698042E0,-7.720700093E-3,2.578009972E-3,8.452734947E-2,8.491836170E-2
1.146634042E0,-6.667817552E-3,-5.352344778E-3,7.374976158E-2,7.424375205E-2
1.156571042E0,1.171087660E-3,1.802121000E-3,7.749022543E-2,7.752002402E-2
1.166507042E0,-1.400311304E-2,-3.737622472E-3,8.078220785E-2,8.207205433E-2
