Time (s),Linear Acceleration z (m/s^2)
5.923650667E0,8.210660219E-2
5.933589667E0,8.465306461E-2
5.943528667E0,8.510622382E-2
5.953466667E0,7.852225900E-2
5.963405667E0,7.777732372E-2
5.973343667E0,8.586285353E-2
5.983282667E0,8.302286088E-2
5.993221667E0,8.557283163E-2
6.003159667E0,8.153649867E-2
6.013098667E0,8.318950653E-2
6.023037667E0,8.214051604E-2
6.032975667E0,8.737845182E-2
6.042914667E0,8.438467741E-2
6.052853667E0,7.390763640E-2
6.062791667E0,8.379001558E-2
6.072730667E0,8.364091158E-2
6.082668667E0,7.765511692E-2
6.092607667E0,9.188197732E-2
6.102546667E0,8.485011578E-2
6.112484667E0,7.826498151E-2
6.122423667E0,9.577680767E-2
6.132362667E0,8.978808939E-2
6.142300667E0,8.215630352E-2
6.152239667E0,8.724396586E-2
6.162178667E0,8.829471052E-2
6.172116667E0,8.918874979E-2
6.182055667E0,8.020391822E-2
6.191993667E0,7.705694675E-2
6.201932667E0,8.948929667E-2
6.211871667E0,8.365319073E-2
6.221809667E0,8.813274264E-2
6.231748667E0,8.439169407E-2
6.241687667E0,8.020040989E-2
6.251625667E0,8.169671237E-2
6.261564667E0,7.615939915E-2
6.271503667E0,7.870235324E-2
6.281442417E0,8.439227879E-2
6.291381417E0,9.187203705E-2
6.301319417E0,8.692880094E-2
6.311258417E0,8.752755582E-2
6.321197417E0,8.887416959E-2
6.331135417E0,7.106179655E-2
6.341074417E0,7.450463712E-2
6.351013417E0,8.124296844E-2
6.360951417E0,7.824977875E-2
6.370890417E0,8.603651583E-2
6.380829417E0,8.483783662E-2
6.390767417E0,9.007577240E-2
6.400706417E0,9.351861298E-2
6.410644417E0,8.947584808E-2
6.420583417E0,8.333685637E-2
6.430522417E0,7.914498746E-2
6.440460417E0,8.602657557E-2
6.450399417E0,8.064070523E-2
6.460338417E0,8.122893512E-2
6.470276417E0,8.677443445E-2
6.480215417E0,9.276256800E-2
6.490154417E0,7.180380821E-2
6.500092417E0,7.794513881E-2
6.510031417E0,7.869533658E-2
6.519969417E0,7.988758385E-2
6.529908417E0,8.482555747E-2
6.539847417E0,9.500672936E-2
6.549785417E0,7.673944294E-2
6.559724417E0,7.614127278E-2
6.569663417E0,8.377656698E-2
6.579601417E0,7.689380944E-2
6.589540417E0,9.006700158E-2
6.599479417E0,8.437181354E-2
6.609417417E0,8.406834304E-2
6.619356417E0,7.029405713E-2
6.629294417E0,7.942156076E-2
6.639233417E0,8.765444040E-2
6.649172417E0,8.705100775E-2
6.659110417E0,8.524889588E-2
6.669049417E0,8.000745177E-2
6.678988417E0,8.404495418E-2
6.688926417E0,8.913378596E-2
