Time Lapsed,Magnetic field Y
126.702,12.847
176.800,12.607
176.908,12.787
177.011,12.8
177.109,12.8
177.214,12.787
177.317,12.787
177.420,12.673
177.521,12.807
177.621,12.8
177.726,12.767
177.824,12.8
177.930,12.753
178.027,12.8
178.128,12.773
178.229,12.727
178.346,12.707
178.435,12.72
178.538,12.633
178.641,12.707
178.758,12.773
178.788,12.787
178.875,12.767
179.084,12.727
179.160,12.72
179.187,12.82
179.285,12.713
179.381,12.767
179.472,12.767
179.592,12.773
179.690,12.66
179.790,12.773
179.891,12.8
179.972,12.76
180.077,12.773
180.185,12.853
180.278,12.627
180.385,12.8
180.511,12.727
180.597,12.78
180.687,12.813
180.792,12.773
180.891,12.813
180.996,12.707
181.121,12.8
181.201,12.82
181.302,12.78
181.398,12.7
181.508,12.633
181.611,12.813
181.724,12.747
181.798,12.76
181.918,12.827
182.025,12.74
182.123,12.793
182.244,12.747
182.315,12.847
182.434,12.747
182.462,12.853
182.635,12.787
182.662,12.667
182.782,12.707
182.866,12.76
182.964,12.693
183.062,12.68
183.158,12.707
183.261,12.82
183.373,12.873
183.464,12.733
183.562,12.867
183.660,12.753
183.768,12.687
183.861,12.84
183.994,12.62
184.076,12.7
184.179,12.82
184.280,12.767
184.403,12.72
184.484,12.653
184.597,12.68
184.685,12.893
184.788,12.64
184.888,12.673
185.006,12.7
185.099,12.753
185.199,12.74
185.258,12.72
185.402,12.687
185.464,12.8
185.564,12.74
185.668,12.627
185.809,12.807
185.915,12.607
185.952,12.74
186.116,12.68
186.153,12.68
186.253,12.727
186.351,12.707
186.459,12.807
186.555,12.787
186.655,12.8
476.755,12.66
476.869,12.6
476.966,12.72
477.062,12.787
477.168,12.747
477.248,12.693
477.371,12.733
477.447,12.82
477.552,12.713
477.653,12.82
477.756,12.673
477.856,12.767
477.967,12.687
478.060,12.793
478.182,12.693
478.271,12.8
478.385,12.673
478.469,12.86
478.572,12.767
478.680,12.707
478.802,12.733
478.878,12.673
479.006,12.853
479.094,12.773
479.190,12.693
479.250,12.853
479.393,12.793
479.496,12.853
479.559,12.807
479.668,12.66
479.775,12.667
479.842,12.82
479.942,12.887
480.043,12.8
480.211,12.747
480.320,12.68
480.347,12.793
480.445,12.7
480.548,12.847
480.653,12.74
480.750,12.613
480.842,12.62
480.961,12.753
481.037,12.793
481.143,12.68
481.253,12.687
481.344,12.727
481.445,12.693
481.543,12.733
481.646,12.807
481.748,12.847
481.851,12.687
481.944,12.773
482.055,12.647
482.158,12.833
482.258,12.847
482.361,12.733
482.464,12.813
482.572,12.76
482.680,12.62
482.773,12.793
482.873,12.6
482.976,12.767
483.092,12.767
483.187,12.747
483.287,12.787
483.388,12.68
483.493,12.713
483.542,12.747
483.714,12.707
483.798,12.787
483.854,12.773
483.961,12.727
484.038,12.727
484.204,12.807
484.233,12.74
484.339,12.707
484.434,12.753
484.542,12.807
484.643,12.66
484.744,12.727
484.844,12.84
484.929,12.753
485.028,12.653
485.125,12.747
485.253,12.68
485.332,12.76
485.432,12.713
485.537,12.62
485.638,12.653
485.743,12.853
485.842,12.767
485.945,12.687
486.055,12.74
486.153,12.747
486.256,12.887
486.354,12.767
486.466,12.747
486.565,12.8
486.663,12.847
536.766,12.74
536.866,12.753
536.969,12.76
537.094,12.72
537.180,12.78
537.283,12.793
537.388,12.74
537.501,12.867
537.584,12.747
537.719,12.62
537.722,12.74
537.824,12.7
537.918,12.8
538.018,12.707
538.128,12.74
538.229,12.693
538.336,12.773
538.432,12.673
538.611,12.753
538.638,12.68
538.736,12.707
538.815,12.827
538.927,12.747
539.018,12.687
539.121,12.653
539.222,12.74
539.339,12.78
539.435,12.793
539.533,12.807
539.633,12.813
539.736,12.707
539.822,12.767
539.939,12.693
540.030,12.747
540.114,12.813
540.238,12.8
540.327,12.853
540.449,12.793
540.555,12.887
540.658,12.893
540.768,12.72
540.864,12.827
540.964,12.647
541.096,12.787
541.177,12.767
541.209,12.7
541.307,12.76
541.474,12.847
541.577,12.747
541.709,12.807
541.712,12.753
541.809,12.613
541.910,12.7
542.015,12.753
542.118,12.733
542.236,12.667
542.326,12.753
542.405,12.673
542.525,12.893
542.625,12.733
542.728,12.74
542.805,12.84
542.908,12.66
543.016,12.753
543.116,12.787
543.219,12.773
543.337,12.767
543.425,12.713
543.525,12.593
543.625,12.653
543.750,12.76
543.817,12.687
543.900,12.673
544.003,12.753
544.109,12.627
544.212,12.66
544.347,12.673
544.454,12.62
544.579,12.693
544.653,12.767
544.761,12.827
544.863,12.673
544.967,12.787
545.062,12.76
545.175,12.78
545.268,12.787
545.297,12.72
545.396,12.727
545.498,12.7
545.609,12.633
545.707,12.573
545.802,12.74
545.910,12.713
546.011,12.76
546.106,12.747
546.212,12.727
546.310,12.7
546.415,12.747
546.523,12.753
546.594,12.613
596.717,12.787
596.812,12.86
596.908,12.727
597.013,12.76
597.106,12.747
597.209,12.76
597.315,12.78
597.425,12.787
597.523,12.707
597.621,12.693
597.748,12.733
597.827,12.733
597.932,12.74
598.054,12.78
598.130,12.72
598.233,12.86
598.337,12.72
598.440,12.793
598.506,12.807
598.643,12.78
598.753,12.78
598.853,12.733
598.949,12.66
599.084,12.78
599.087,12.72
599.263,12.727
599.292,12.767
599.388,12.82
599.484,12.693
599.584,12.807
599.690,12.693
599.795,12.627
599.891,12.653
600.000,12.647
600.099,12.7
600.195,12.687
600.320,12.707
600.391,12.74
600.489,12.74
600.592,12.667
600.721,12.773
600.793,12.753
600.898,12.793
601.003,12.673
601.103,12.833
601.211,12.78
601.315,12.813
601.423,12.707
601.513,12.807
601.646,12.767
601.726,12.733
601.834,12.653
601.929,12.607
602.033,12.58
602.128,12.74
602.231,12.667
602.334,12.78
602.435,12.76
602.533,12.813
602.636,12.847
602.741,12.893
602.842,12.7
602.945,12.72
603.047,12.72
603.076,12.7
603.260,12.66
603.278,12.713
603.378,12.693
603.479,12.693
603.582,12.807
603.695,12.62
603.793,12.62
603.895,12.66
603.996,12.733
604.077,12.74
604.173,12.847
604.277,12.8
604.380,12.787
604.472,12.827
604.574,12.94
604.675,12.82
604.775,12.667
604.893,12.68
604.991,12.667
605.099,12.687
605.199,12.767
605.305,12.673
605.408,12.673
605.510,12.813
605.609,12.727
605.709,12.78
605.832,12.827
605.925,12.813
606.021,12.68
606.119,12.647
606.219,12.78
606.331,12.8
606.432,12.813
606.533,12.84
606.569,12.753
656.734,12.687
656.766,12.613
656.945,12.707
656.976,12.847
657.064,12.767
657.170,12.767
657.271,12.787
657.371,12.76
657.472,12.8
657.577,12.727
657.670,12.813
657.780,12.793
657.863,12.713
657.991,12.74
658.084,12.78
658.175,12.727
658.273,12.733
658.381,12.74
658.481,12.753
658.579,12.713
658.680,12.827
658.812,12.78
658.893,12.693
658.989,12.673
659.089,12.787
659.192,12.733
659.293,12.767
659.396,12.76
659.532,12.613
659.606,12.64
659.702,12.673
659.804,12.74
659.918,12.813
660.016,12.833
660.118,12.793
660.214,12.753
660.317,12.74
660.420,12.827
660.521,12.8
660.609,12.767
660.653,12.767
660.832,12.673
660.861,12.84
661.035,12.787
661.062,12.74
661.162,12.727
661.266,12.733
661.373,12.78
661.472,12.78
661.574,12.693
661.648,12.793
661.780,12.633
661.854,12.8
661.957,12.647
662.081,12.833
662.172,12.68
662.268,12.74
662.373,12.76
662.493,12.72
662.574,12.84
662.670,12.82
662.775,12.767
662.883,12.68
662.979,12.847
663.082,12.86
663.185,12.7
663.293,12.733
663.356,12.867
663.459,12.767
663.567,12.687
663.695,12.72
663.800,12.76
663.918,12.693
664.006,12.8
664.109,12.687
664.212,12.747
664.329,12.733
664.418,12.893
664.445,12.8
664.543,12.673
664.653,12.747
664.753,12.793
664.854,12.853
664.957,12.667
665.059,12.787
665.157,12.707
665.265,12.833
665.344,12.693
665.442,12.68
665.548,12.68
665.646,12.613
665.755,12.713
665.849,12.707
665.952,12.747
666.055,12.733
666.168,12.833
666.287,12.787
666.361,12.827
666.462,12.673
666.570,12.747
666.665,12.84
716.768,12.707
716.856,12.693
716.976,12.733
717.077,12.7
717.180,12.793
717.282,12.693
717.385,12.693
717.503,12.78
717.592,12.84
717.653,12.847
717.760,12.813
717.886,12.713
718.005,12.653
718.033,12.827
718.204,12.833
718.231,12.82
718.410,12.647
718.439,12.727
718.540,12.747
718.636,12.713
718.744,12.78
718.844,12.7
718.944,12.66
719.033,12.853
719.131,12.673
719.233,12.667
719.331,12.68
719.437,12.527
719.565,12.687
719.638,12.687
719.744,12.8
719.842,12.727
719.949,12.807
720.047,12.66
720.165,12.753
720.253,12.793
720.353,12.74
720.454,12.687
720.577,12.713
720.665,12.78
720.763,12.76
720.866,12.787
720.972,12.807
721.072,12.68
721.172,12.7
721.278,12.8
721.381,12.7
721.481,12.813
721.586,12.727
721.689,12.747
721.795,12.773
721.822,12.66
721.922,12.7
722.028,12.627
722.128,12.693
722.226,12.72
722.327,12.707
722.437,12.773
722.530,12.72
722.638,12.653
722.739,12.607
722.839,12.613
722.937,12.78
723.020,12.767
723.123,12.567
723.224,12.667
723.324,12.687
723.423,12.84
723.516,12.747
723.636,12.78
723.736,12.607
723.841,12.693
723.937,12.7
724.045,12.6
724.143,12.547
724.251,12.62
724.351,12.76
724.454,12.887
724.574,12.7
724.653,12.667
724.785,12.74
724.858,12.727
724.942,12.673
725.062,12.767
725.165,12.753
725.268,12.587
725.312,12.813
725.474,12.753
725.577,12.673
725.680,12.62
725.717,12.753
725.815,12.747
725.913,12.767
726.010,12.807
726.114,12.673
726.212,12.607
726.320,12.68
726.413,12.833
726.523,12.773
726.628,12.733
776.726,12.773
776.824,12.807
776.935,12.713
777.008,12.787
777.114,12.707
777.228,12.633
777.315,12.753
777.418,12.733
777.523,12.667
777.628,12.673
777.731,12.76
777.834,12.76
777.932,12.8
778.030,12.807
778.136,12.713
778.251,12.747
778.344,12.713
778.445,12.747
778.552,12.647
778.662,12.82
778.761,12.86
778.859,12.78
778.986,12.727
779.060,12.793
779.165,12.8
779.270,12.687
779.371,12.767
779.479,12.78
779.510,12.773
779.606,12.787
779.775,12.673
779.805,12.707
779.902,12.647
780.003,12.727
780.113,12.673
780.214,12.673
780.312,12.827
780.413,12.747
780.525,12.64
780.599,12.7
780.697,12.773
780.798,12.793
780.915,12.76
781.013,12.747
781.111,12.667
781.214,12.707
781.310,12.687
781.413,12.653
781.515,12.807
781.626,12.727
781.746,12.727
781.804,12.773
781.932,12.713
782.015,12.68
782.099,12.7
782.221,12.647
782.337,12.66
782.410,12.793
782.530,12.673
782.660,12.807
782.729,12.653
782.849,12.727
782.947,12.673
783.072,12.66
783.153,12.74
783.255,12.753
783.358,12.773
783.396,12.733
783.491,12.747
783.591,12.74
783.687,12.667
783.793,12.653
783.898,12.713
783.994,12.687
784.099,12.66
784.202,12.613
784.302,12.727
784.385,12.793
784.498,12.733
784.591,12.687
784.690,12.693
784.793,12.76
784.910,12.773
785.006,12.853
785.104,12.68
785.204,12.713
785.288,12.693
785.408,12.673
785.506,12.767
785.601,12.86
785.685,12.873
785.815,12.687
785.912,12.727
786.028,12.633
786.128,12.647
786.233,12.673
786.337,12.707
786.415,12.653
786.540,12.747
786.636,12.653
1076.721,12.787
1076.841,12.787
1076.940,12.687
1077.035,12.647
1077.140,12.66
1077.246,12.613
1077.280,12.727
1077.378,12.673
1077.476,12.793
1077.579,12.78
1077.682,12.76
1077.863,12.673
1077.891,12.693
1077.989,12.727
1078.094,12.653
1078.177,12.727
1078.295,12.787
1078.376,12.733
1078.479,12.687
1078.584,12.747
1078.687,12.7
1078.783,12.627
1078.881,12.647
1078.998,12.767
1079.094,12.673
1079.194,12.7
1079.275,12.667
1079.400,12.593
1079.501,12.807
1079.643,12.707
1079.709,12.747
1079.807,12.82
1079.869,12.733
1079.978,12.653
1080.084,12.62
1080.195,12.767
1080.298,12.827
1080.423,12.727
1080.511,12.667
1080.621,12.727
1080.668,12.647
1080.770,12.767
1080.866,12.753
1081.035,12.787
1081.158,12.68
1081.253,12.753
1081.280,12.833
1081.378,12.667
1081.481,12.767
1081.582,12.693
1081.685,12.653
1081.782,12.807
1081.881,12.707
1081.981,12.72
1082.067,12.753
1082.260,12.847
1082.266,12.733
1082.369,12.8
1082.479,12.66
1082.608,12.747
1082.677,12.813
1082.804,12.687
1082.866,12.78
1082.994,12.667
1083.077,12.7
1083.190,12.773
1083.319,12.72
1083.369,12.66
1083.496,12.6
1083.596,12.68
1083.685,12.707
1083.795,12.88
1083.898,12.907
1084.006,12.767
1084.104,12.793
1084.204,12.747
1084.309,12.7
1084.447,12.767
1084.523,12.82
1084.619,12.62
1084.733,12.76
1084.760,12.707
1084.859,12.88
1084.957,12.767
1085.057,12.74
1085.155,12.567
1085.265,12.647
1085.364,12.673
1085.464,12.747
1085.567,12.747
1085.667,12.74
1085.771,12.727
1085.858,12.78
1085.962,12.813
1086.062,12.747
1086.160,12.693
1086.268,12.647
1086.368,12.693
1086.467,12.733
1086.570,12.807
1086.670,12.68
1136.771,12.72
1136.873,12.72
1136.993,12.593
1137.103,12.727
1137.180,12.627
1137.263,12.68
1137.405,12.56
1137.489,12.713
1137.550,12.82
1137.695,12.64
1137.798,12.76
1137.900,12.673
1137.967,12.693
1138.069,12.853
1138.212,12.7
1138.310,12.727
1138.378,12.78
1138.484,12.88
1138.543,12.853
1138.646,12.787
1138.744,12.76
1138.854,12.78
1138.940,12.807
1139.045,12.753
1139.143,12.773
1139.241,12.7
1139.349,12.633
1139.444,12.633
1139.567,12.693
1139.653,12.7
1139.750,12.753
1139.854,12.68
1139.979,12.707
1140.055,12.653
1140.184,12.647
1140.261,12.78
1140.344,12.62
1140.466,12.793
1140.569,12.713
1140.670,12.713
1140.766,12.673
1140.868,12.787
1140.969,12.773
1141.079,12.787
1141.179,12.773
1141.277,12.673
1141.378,12.693
1141.481,12.647
1141.547,12.647
1141.695,12.647
1141.792,12.76
1141.854,12.78
1141.957,12.653
1142.062,12.653
1142.138,12.947
1142.239,12.887
1142.341,12.68
1142.440,12.72
1142.530,12.753
1142.631,12.753
1142.751,12.7
1142.849,12.74
1142.945,12.653
1143.042,12.747
1143.143,12.78
1143.241,12.78
1143.334,12.68
1143.439,12.707
1143.532,12.68
1143.631,12.653
1143.736,12.587
1143.844,12.66
1143.942,12.713
1144.043,12.693
1144.148,12.707
1144.251,12.607
1144.351,12.64
1144.459,12.66
1144.555,12.573
1144.658,12.66
1144.760,12.68
1144.861,12.68
1144.972,12.813
1145.079,12.62
1145.168,12.733
1145.273,12.693
1145.381,12.76
1145.491,12.753
1145.587,12.647
1145.685,12.74
1145.783,12.74
1145.893,12.82
1145.922,12.707
1146.097,12.773
1146.126,12.633
1146.229,12.667
1146.329,12.66
1146.430,12.693
1146.609,12.68
1146.640,12.733
1196.738,12.827
1196.841,12.72
1196.940,12.673
1197.018,12.74
1197.123,12.693
1197.219,12.693
1197.329,12.753
1197.429,12.727
1197.530,12.773
1197.652,12.733
1197.741,12.613
1197.842,12.733
1197.940,12.673
1198.038,12.773
1198.141,12.713
1198.239,12.807
1198.342,12.567
1198.454,12.72
1198.550,12.753
1198.653,12.727
1198.758,12.64
1198.864,12.72
1198.959,12.68
1199.059,12.64
1199.165,12.693
1199.263,12.733
1199.366,12.673
1199.491,12.72
1199.577,12.667
1199.679,12.853
1199.805,12.747
1199.810,12.72
1199.923,12.82
1200.087,12.713
1200.116,12.767
1200.224,12.753
1200.324,12.753
1200.420,12.747
1200.525,12.8
1200.619,12.673
1200.722,12.7
1200.829,12.747
1200.927,12.72
1201.008,12.767
1201.108,12.707
1201.212,12.62
1201.326,12.693
1201.415,12.807
1201.516,12.693
1201.619,12.653
1201.739,12.767
1201.837,12.787
1201.932,12.72
1202.033,12.587
1202.136,12.74
1202.209,12.773
1202.337,12.787
1202.439,12.593
1202.548,12.693
1202.650,12.753
1202.753,12.733
1202.839,12.847
1202.964,12.727
1203.016,12.627
1203.165,12.693
1203.263,12.867
1203.368,12.753
1203.471,12.967
1203.572,12.773
1203.603,12.627
1203.702,12.82
1203.800,12.707
1203.900,12.867
1204.006,12.787
1204.111,12.74
1204.214,12.687
1204.312,12.76
1204.410,12.78
1204.510,12.687
1204.635,12.7
1204.697,12.753
1204.819,12.72
1204.896,12.7
1205.003,12.787
1205.101,12.587
1205.204,12.567
1205.310,12.8
1205.413,12.753
1205.510,12.667
1205.614,12.7
1205.736,12.753
1205.822,12.753
1205.923,12.84
1206.043,12.713
1206.148,12.8
1206.260,12.713
1206.337,12.767
1206.435,12.667
1206.501,12.633
1206.638,12.787
1256.739,12.707
1256.844,12.767
1256.949,12.66
1257.023,12.74
1257.150,12.68
1257.253,12.813
1257.354,12.747
1257.489,12.72
1257.491,12.633
1257.599,12.773
1257.695,12.767
1257.795,12.747
1257.891,12.707
1258.008,12.653
1258.104,12.573
1258.202,12.673
1258.310,12.793
1258.403,12.713
1258.498,12.787
1258.609,12.767
1258.687,12.76
1258.793,12.76
1258.891,12.707
1258.993,12.707
1259.097,12.673
1259.226,12.64
1259.300,12.693
1259.412,12.673
1259.508,12.76
1259.606,12.747
1259.717,12.8
1259.824,12.787
1259.945,12.793
1260.025,12.707
1260.119,12.767
1260.256,12.727
1260.332,12.76
1260.430,12.72
1260.559,12.693
1260.633,12.727
1260.701,12.773
1260.839,12.68
1260.940,12.767
1261.048,12.593
1261.148,12.7
1261.253,12.793
1261.337,12.813
1261.440,12.773
1261.491,12.647
1261.587,12.607
1261.685,12.653
1261.788,12.627
1261.886,12.66
1261.984,12.673
1262.097,12.613
1262.175,12.747
1262.293,12.733
1262.395,12.747
1262.472,12.76
1262.579,12.733
1262.679,12.713
1262.788,12.7
1262.893,12.807
1262.993,12.693
1263.087,12.707
1263.195,12.753
1263.295,12.7
1263.400,12.72
1263.498,12.76
1263.601,12.747
1263.702,12.667
1263.822,12.787
1263.912,12.82
1264.040,12.793
1264.118,12.713
1264.233,12.7
1264.327,12.747
1264.425,12.693
1264.527,12.813
1264.626,12.88
1264.729,12.74
1264.832,12.773
1264.888,12.593
1265.045,12.72
1265.072,12.82
1265.168,12.8
1265.341,12.847
1265.371,12.767
1265.474,12.713
1265.572,12.68
1265.682,12.78
1265.780,12.7
1265.883,12.767
1265.981,12.707
1266.070,12.64
1266.168,12.7
1266.265,12.773
1266.369,12.78
1266.467,12.733
1266.570,12.78
1266.673,12.74
1316.773,12.66
1316.878,12.653
1316.983,12.593
1317.091,12.733
1317.190,12.707
1317.288,12.74
1317.396,12.733
1317.523,12.727
1317.601,12.747
1317.697,12.653
1317.802,12.78
1317.908,12.833
1318.011,12.693
1318.108,12.627
1318.233,12.707
1318.320,12.653
1318.418,12.627
1318.515,12.707
1318.618,12.76
1318.719,12.773
1318.856,12.733
1318.858,12.78
1318.967,12.753
1319.059,12.673
1319.155,12.773
1319.256,12.747
1319.364,12.7
1319.467,12.707
1319.570,12.7
1319.653,12.72
1319.771,12.693
1319.871,12.653
1319.962,12.727
1320.067,12.8
1320.173,12.707
1320.256,12.753
1320.359,12.733
1320.481,12.74
1320.572,12.733
1320.670,12.707
1320.771,12.853
1320.876,12.667
1320.972,12.64
1321.079,12.687
1321.184,12.72
1321.285,12.7
1321.385,12.68
1321.486,12.767
1321.589,12.707
1321.694,12.647
1321.795,12.693
1321.930,12.827
1322.003,12.727
1322.101,12.64
1322.202,12.647
1322.317,12.633
1322.347,12.9
1322.515,12.733
1322.543,12.653
1322.714,12.72
1322.748,12.787
1322.846,12.68
1322.945,12.733
1323.045,12.827
1323.146,12.613
1323.244,12.753
1323.353,12.7
1323.442,12.76
1323.562,12.633
1323.658,12.693
1323.746,12.633
1323.854,12.813
1323.945,12.787
1324.050,12.673
1324.155,12.747
1324.253,12.693
1324.361,12.773
1324.479,12.753
1324.570,12.753
1324.641,12.713
1324.768,12.66
1324.846,12.713
1324.974,12.727
1325.074,12.753
1325.173,12.82
1325.285,12.76
1325.383,12.693
1325.486,12.787
1325.587,12.807
1325.695,12.773
1325.793,12.64
1325.888,12.713
1325.993,12.693
1326.092,12.793
1326.199,12.727
1326.317,12.767
1326.334,12.747
1326.503,12.687
1326.533,12.727
1326.635,12.687
1376.822,12.753
1376.849,12.753
1376.947,12.72
1377.052,12.693
1377.148,12.747
1377.250,12.74
1377.347,12.767
1377.447,12.693
1377.530,12.713
1377.653,12.773
1377.761,12.76
1377.839,12.653
1377.940,12.787
1378.059,12.713
1378.153,12.7
1378.251,12.733
1378.346,12.573
1378.435,12.753
1378.565,12.82
1378.655,12.693
1378.761,12.693
1378.863,12.687
1378.984,12.793
1379.062,12.773
1379.172,12.713
1379.256,12.807
1379.369,12.787
1379.472,12.733
1379.577,12.867
1379.677,12.747
1379.785,12.7
1379.888,12.713
1379.991,12.787
1380.086,12.673
1380.187,12.687
1380.290,12.733
1380.427,12.713
1380.430,12.713
1380.527,12.72
1380.631,12.773
1380.728,12.793
1380.837,12.713
1380.939,12.753
1381.035,12.78
1381.141,12.68
1381.246,12.727
1381.324,12.713
1381.427,12.68
1381.530,12.76
1381.630,12.873
1381.728,12.7
1381.829,12.707
1381.962,12.68
1382.065,12.74
1382.138,12.74
1382.243,12.72
1382.342,12.753
1382.447,12.713
1382.565,12.687
1382.653,12.66
1382.751,12.64
1382.851,12.68
1382.930,12.647
1383.067,12.72
1383.162,12.68
1383.261,12.66
1383.371,12.667
1383.467,12.707
1383.570,12.767
1383.633,12.667
1383.778,12.64
1383.878,12.707
1383.979,12.567
1384.111,12.693
1384.114,12.753
1384.212,12.813
1384.400,12.733
1384.417,12.727
1384.516,12.727
1384.616,12.747
1384.712,12.827
1384.812,12.64
1384.910,12.72
1385.030,12.687
1385.109,12.707
1385.211,12.653
1385.339,12.907
1385.415,12.727
1385.513,12.7
1385.616,12.62
1385.721,12.62
1385.822,12.753
1385.915,12.707
1386.030,12.713
1386.128,12.8
1386.239,12.827
1386.339,12.713
1386.437,12.8
1386.545,12.72
1386.652,12.753
1676.751,12.82
1676.847,12.787
1676.974,12.767
1677.050,12.647
1677.153,12.8
1677.255,12.773
1677.386,12.733
1677.491,12.853
1677.570,12.753
1677.711,12.667
1677.778,12.653
1677.805,12.687
1677.903,12.647
1678.003,12.82
1678.106,12.833
1678.207,12.833
1678.310,12.793
1678.410,12.74
1678.515,12.767
1678.611,12.587
1678.717,12.807
1678.812,12.7
1678.920,12.747
1678.996,12.64
1679.099,12.747
1679.224,12.733
1679.302,12.633
1679.398,12.68
1679.516,12.687
1679.616,12.733
1679.717,12.68
1679.815,12.673
1679.923,12.78
1680.030,12.727
1680.152,12.633
1680.224,12.6
1680.327,12.613
1680.430,12.68
1680.533,12.867
1680.650,12.713
1680.741,12.833
1680.847,12.707
1680.949,12.673
1681.016,12.827
1681.150,12.76
1681.255,12.613
1681.356,12.713
1681.459,12.78
1681.555,12.793
1681.658,12.74
1681.689,12.76
1681.805,12.72
1681.893,12.653
1681.994,12.76
1682.101,12.687
1682.189,12.8
1682.295,12.667
1682.403,12.647
1682.516,12.693
1682.589,12.627
1682.707,12.72
1682.793,12.627
1682.886,12.74
1682.996,12.733
1683.094,12.68
1683.224,12.647
1683.329,12.713
1683.400,12.753
1683.510,12.767
1683.621,12.687
1683.712,12.907
1683.812,12.773
1683.910,12.733
1684.030,12.66
1684.119,12.687
1684.219,12.7
1684.326,12.753
1684.427,12.727
1684.533,12.813
1684.631,12.86
1684.729,12.7
