Time (s),Linear Acceleration z (m/s^2)
2.435767917E0,-1.234581113E-2
2.445705917E0,-1.084892392E-2
2.455643917E0,-1.279429257E-2
2.465582917E0,-1.488934994E-2
2.475520917E0,-1.488818049E-2
2.485458917E0,-2.237320125E-2
2.495396917E0,-1.578631282E-2
2.505335917E0,-1.593658626E-2
2.515273917E0,-1.715573072E-3
2.525211917E0,-1.458821833E-2
2.535150917E0,-1.877950251E-2
2.545088917E0,-9.200009108E-3
2.555026917E0,-2.626393855E-2
2.564964917E0,1.428474784E-3
2.574903917E0,-1.668444514E-2
2.584841917E0,7.716570497E-3
2.594779917E0,-2.057459772E-2
2.604717917E0,-4.408215880E-3
2.614656917E0,-1.772992730E-2
2.624594917E0,-2.596222222E-2
2.634532917E0,-8.449226618E-3
2.644470917E0,-1.533490777E-2
2.654409917E0,-2.611249566E-2
2.664347917E0,-3.059847951E-3
2.674285917E0,-7.999575734E-3
2.684223917E0,-1.262998581E-3
2.694162917E0,-2.237027764E-2
2.704100917E0,1.415435493E-2
2.714038917E0,-1.787844658E-2
2.723976917E0,-1.173887014E-2
2.733915917E0,6.374049783E-3
2.743853917E0,-1.009170949E-2
2.753791917E0,-1.278610647E-2
2.763729917E0,-2.206680715E-2
2.773668917E0,1.625350535E-2
2.783606917E0,-1.323517263E-2
2.793544917E0,-1.712707937E-2
2.803483917E0,-1.233762503E-2
2.813421917E0,-1.084015310E-2
2.823359917E0,-2.341342092E-2
2.833297917E0,-1.173770070E-2
2.843236917E0,-2.007933855E-3
2.853174917E0,1.734284163E-3
2.863112917E0,3.830510974E-3
2.873050917E0,2.483897209E-3
2.882989917E0,-1.368306935E-2
2.892927917E0,-6.797388196E-3
2.902865917E0,-1.308314502E-2
2.912803917E0,-9.340342283E-3
2.922742917E0,-1.218559742E-2
2.932680917E0,-1.053843677E-2
2.942618917E0,-7.244700193E-3
2.952556917E0,-9.489446282E-3
2.962495917E0,-2.505648851E-2
2.972433917E0,-2.745092332E-2
2.982371917E0,-2.415835619E-2
2.992309917E0,-1.457827806E-2
3.002248917E0,-1.128512621E-2
3.012186917E0,1.586934328E-3
3.022124917E0,-8.891860843E-3
3.032063917E0,2.634170651E-3
3.042001917E0,-1.038874805E-2
3.051939917E0,-2.430921435E-2
3.061877917E0,-1.188388109E-2
3.071816917E0,5.929661393E-3
3.081754917E0,-3.254033983E-2
3.091692917E0,2.186273932E-3
3.101630917E0,-1.682477832E-2
3.111569917E0,-4.400029778E-3
3.121507917E0,-8.890106678E-3
3.131445917E0,-3.373726487E-2
3.141383917E0,-6.642436981E-3
3.151322667E0,-1.188095748E-2
3.161260667E0,-9.336833954E-3
3.171198667E0,-3.049907684E-3
3.181136667E0,-7.690842748E-3
3.191075667E0,-4.847926497E-3
3.201013667E0,3.084406257E-3
3.210951667E0,-1.562609911E-2
3.220889667E0,-3.044528246E-2
3.230828667E0,-1.876956224E-2
3.240766667E0,-2.894839525E-2
3.250704667E0,-2.909749925E-2
3.260643667E0,-1.772057176E-2
3.270581667E0,6.230208278E-3
3.280519667E0,-9.936758280E-3
3.290457667E0,-8.888937235E-3
3.300396667E0,-1.023613572E-2
3.310334667E0,-2.154698968E-3
3.320272667E0,-3.200765848E-3
3.330210667E0,-6.942399144E-3
3.340149667E0,-1.846843064E-2
3.350087667E0,-2.151775360E-3
3.360025667E0,-1.801761031E-2
3.369963667E0,-2.599087358E-3
3.379902667E0,-1.352694869E-2
3.389840667E0,-9.485353231E-3
3.399778667E0,-9.036287069E-3
3.409716667E0,-8.138154745E-3
3.419655667E0,-2.385488570E-2
3.429593667E0,-1.831698775E-2
3.439531667E0,-3.048153520E-3
3.449469667E0,-1.203006148E-2
3.459408667E0,-1.786909103E-2
3.469346667E0,-1.173126876E-2
3.479284667E0,-3.348700404E-3
3.489223667E0,-1.831815720E-2
3.499161667E0,-2.301464081E-3
3.509099667E0,-1.637161911E-2
3.519037667E0,-1.517469406E-2
3.528976667E0,-2.864726365E-2
3.538914667E0,-2.452906966E-3
3.548852667E0,-8.739833236E-3
3.558790667E0,-9.571892023E-4
3.568729667E0,-4.249756336E-3
3.578667667E0,-1.233411670E-2
3.588605667E0,-6.022632122E-5
3.598543667E0,-1.742470264E-2
3.608482667E0,-1.128746510E-2
3.618420667E0,-1.443151295E-2
3.628358667E0,-1.203707814E-2
3.638296667E0,-1.024139822E-2
3.648235667E0,-6.200387478E-3
3.658173667E0,-1.772466481E-2
3.668111667E0,-2.490913868E-2
3.678049667E0,-1.308372974E-2
3.687988667E0,-1.562843800E-2
3.697926667E0,-1.293345630E-2
3.707864667E0,-1.143539965E-2
3.717803667E0,-1.712357104E-2
3.727741667E0,-1.757322192E-2
3.737679667E0,-2.116575122E-2
3.747617667E0,-2.341108203E-2
3.757556667E0,-1.233470142E-2
3.767494667E0,-2.093303204E-4
3.777432667E0,-2.715271533E-2
3.787370667E0,-1.293345630E-2
3.797309667E0,-1.068871021E-2
3.807247667E0,-7.993728518E-3
3.817185667E0,-1.248439014E-2
3.827123667E0,-2.954890430E-2
3.837062667E0,-1.128746510E-2
3.847000667E0,-1.338252246E-2
3.856938667E0,-2.266263843E-2
3.866876667E0,-7.694935799E-3
3.876815667E0,-1.787259936E-2
3.886753667E0,-2.984769702E-2
3.896691667E0,1.586934328E-3
3.906629667E0,-1.817197680E-2
3.916568667E0,7.274520993E-3
3.926506667E0,-1.398244679E-2
3.936444667E0,-9.595280886E-4
3.946382667E0,-2.476003468E-2
3.956321667E0,-1.263466358E-2
3.966259667E0,-6.646530032E-3
3.976197667E0,-8.442209959E-3
3.986136667E0,-1.083606005E-2
3.996074667E0,-2.101547778E-2
4.006012667E0,2.935302258E-3
4.015950667E0,-2.924660325E-2
4.025889667E0,-3.200765848E-3
4.035827667E0,-2.281115770E-2
4.045765667E0,-9.637965560E-3
4.055703667E0,-8.740417957E-3
4.065642667E0,-2.969683886E-2
4.075580667E0,-1.382924974E-2
4.085518667E0,-6.494502425E-3
4.095456667E0,-8.739248514E-3
4.105395667E0,-1.682360888E-2
4.115333667E0,-5.447850823E-3
4.125271667E0,-1.188505054E-2
4.135210667E0,-1.143656909E-2
4.145148667E0,-1.158567309E-2
4.155086917E0,-1.383041918E-2
4.165024917E0,-7.393219471E-3
4.174963917E0,-2.745150805E-2
4.184901917E0,-4.101237059E-3
4.194839917E0,2.186273932E-3
4.204777917E0,-2.206388354E-2
4.214716917E0,-1.098691821E-2
4.224654917E0,-1.697505176E-2
4.234592917E0,-1.443092823E-2
4.244530917E0,-1.428123951E-2
4.254469917E0,-1.557698250E-3
4.264407917E0,-5.299916267E-3
4.274345917E0,-1.532847583E-2
4.284283917E0,-5.001123548E-3
4.294222917E0,-2.865252614E-2
4.304160917E0,-2.161657155E-2
4.314098917E0,-2.086929739E-2
4.324037917E0,-2.146805227E-2
4.333975917E0,-1.817431569E-2
4.343913917E0,-1.533023000E-2
4.353851917E0,-7.696105242E-3
4.363790917E0,-1.409178972E-3
4.373728917E0,5.776464343E-3
4.383666917E0,-1.368306935E-2
4.393604917E0,-8.744511008E-3
4.403543917E0,-1.069163382E-2
4.413481917E0,-1.637922049E-2
4.423419917E0,-9.942020774E-3
4.433357917E0,-5.451359153E-3
4.443296917E0,-1.772583425E-2
4.453234917E0,-1.862396657E-2
4.463172917E0,-1.024139822E-2
4.473110917E0,-1.563077688E-2
4.483049917E0,-1.158918142E-2
4.492987917E0,-2.611015677E-2
4.502925917E0,-1.039284110E-2
4.512863917E0,-5.902179480E-3
4.522802917E0,-2.865486503E-2
4.532740917E0,-1.593190849E-2
4.542678917E0,-2.909574509E-3
4.552617917E0,-2.521260917E-2
4.562555917E0,-1.293813407E-2
4.572493917E0,-8.148095012E-3
4.582431917E0,-4.704084992E-3
4.592370917E0,-9.643812776E-3
4.602308917E0,-3.805952668E-3
4.612246917E0,-2.416361868E-2
4.622184917E0,-1.293813407E-2
4.632123917E0,-1.293871880E-2
4.642061917E0,-1.578221977E-2
