"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.955456042E0,-2.406713963E-3,1.150158282E-2,-2.450451136E-2,2.717627194E-2
1.965395042E0,-4.868830293E-3,8.185937461E-3,-3.349109709E-2,3.481908478E-2
1.975334042E0,3.370335102E-3,1.692567933E-3,-2.136806488E-2,2.169834421E-2
1.985273042E0,5.991934240E-4,1.087125298E-3,-8.938638568E-3,9.024418741E-3
1.995212042E0,-2.631393224E-3,1.397027727E-3,-2.300645471E-2,2.319855329E-2
2.005150042E0,1.231094711E-2,1.085201198E-2,-2.390283287E-2,2.899432706E-2
2.015089042E0,-2.167782113E-3,-8.076430075E-3,-2.959275842E-2,3.075157480E-2
2.025028042E0,-2.137668952E-3,-5.417481847E-3,-3.034061730E-2,3.089452696E-2
2.034967042E0,2.823620439E-3,-2.169792093E-3,-4.365531206E-2,4.380030937E-2
2.044906042E0,-2.788317874E-3,1.147327865E-2,-9.232753515E-3,1.498848147E-2
2.054845042E0,3.354839981E-4,-5.064949561E-3,-1.446951985E-2,1.533405584E-2
2.064784042E0,-1.849620491E-3,-9.135178104E-4,-2.254569411E-2,2.263987486E-2
2.074723042E0,4.673240930E-3,5.320947971E-3,-1.820998371E-2,1.953855611E-2
2.084661042E0,8.365392163E-3,1.630824991E-3,-3.437344193E-2,3.541430342E-2
2.094600042E0,-6.501080543E-3,-5.339476336E-3,-2.269538283E-2,2.420443054E-2
2.104539042E0,-1.181188725E-2,-5.948153213E-3,-1.865144849E-2,2.286433331E-2
2.114478042E0,-2.666768879E-3,-1.213591436E-2,-2.058980048E-2,2.404853337E-2
2.124417042E0,1.874975480E-2,5.211586766E-3,-2.162826598E-2,2.909460140E-2
2.134356042E0,-6.899714470E-3,9.609021842E-3,-2.701179743E-2,2.948858357E-2
2.144295042E0,-1.026171729E-2,-4.851306919E-3,-1.892275929E-2,2.206601096E-2
2.154234042E0,1.456767999E-2,-1.378535908E-3,-2.774094522E-2,3.136363664E-2
2.164172042E0,-3.675194308E-3,-2.706164494E-4,-1.410933137E-2,1.458264442E-2
2.174111042E0,-7.304561064E-3,-1.468875390E-3,-1.889878571E-2,2.031448519E-2
2.184050042E0,-1.502310500E-2,4.322535899E-3,-1.844621122E-2,2.417934467E-2
2.193989042E0,-5.849189088E-3,1.174329210E-2,-2.398644805E-2,2.733985392E-2
2.203928042E0,4.535465911E-3,1.609003913E-2,-2.683696568E-2,3.161775667E-2
2.213867042E0,-1.342082173E-2,1.933328865E-2,-1.831406415E-2,2.982112425E-2
2.223806042E0,-1.844694212E-2,1.414932998E-2,-1.742119431E-2,2.905152705E-2
2.233745042E0,-1.617559120E-3,2.738671359E-3,-3.986807048E-2,3.999474793E-2
2.243683042E0,-1.074645147E-2,1.295615081E-3,-2.879227459E-2,3.075971251E-2
2.253622042E0,-1.744611807E-2,8.501011021E-3,-3.358523726E-2,3.878920451E-2
2.263561042E0,-4.847780317E-3,2.577818111E-3,-1.905549109E-2,1.983073022E-2
2.273500042E0,-2.549254462E-2,-9.408846069E-3,-3.206905425E-2,4.203356344E-2
2.283439042E0,-2.076982163E-2,1.750016827E-3,-1.589682519E-2,2.621368155E-2
2.293378042E0,-2.511422977E-2,4.888875280E-3,-1.425024927E-2,2.928643445E-2
2.303317042E0,-1.022583000E-2,2.136293029E-2,-2.323625028E-2,3.317929651E-2
2.313256042E0,1.551193222E-2,9.571289029E-3,-2.084123075E-2,2.768729879E-2
2.323195042E0,7.175045237E-3,-1.079268102E-3,-3.521368682E-2,3.595343980E-2
2.333133042E0,-5.121941641E-3,8.994260207E-3,-3.073004186E-2,3.242632381E-2
2.343072042E0,-5.097894967E-3,3.818414547E-3,-2.040444374E-2,2.137545665E-2
2.353011042E0,-1.805605575E-2,-3.241550177E-4,-3.058795452E-2,3.552110904E-2
2.362950042E0,-1.916512638E-2,-2.064743210E-3,-3.373843431E-2,3.885675210E-2
2.372889042E0,-8.372555003E-3,1.960388683E-3,-2.835256398E-2,2.962787007E-2
2.382828042E0,-1.489731677E-2,5.596625917E-3,-2.535352707E-2,2.993415446E-2
2.392767042E0,-5.820537731E-3,3.883702364E-3,-1.651721478E-2,1.793823256E-2
2.402706167E0,9.268348441E-3,1.703896914E-3,-1.786382854E-2,2.019707696E-2
2.412644167E0,-1.099232689E-2,-8.347704336E-3,-2.252055109E-2,2.641383424E-2
2.422583167E0,-1.840586543E-2,2.675557975E-3,-2.012143850E-2,2.740085364E-2
2.432522167E0,-1.000809431E-2,-2.473006770E-4,-1.637922049E-2,1.919640521E-2
2.442461167E0,-2.169170827E-3,-1.164390771E-2,-2.206797659E-2,2.504558803E-2
2.452400167E0,1.101863936E-2,-1.255378928E-3,-3.298765182E-2,3.480189021E-2
2.462339167E0,-1.111577623E-2,9.876531959E-3,-1.697271287E-2,2.256500270E-2
2.472278167E0,2.534475625E-3,-4.170161113E-3,-1.323049486E-2,1.410176601E-2
2.482217167E0,-2.011829562E-2,-4.328401387E-4,-2.624990523E-2,3.307553014E-2
2.492156167E0,-5.919063315E-3,8.001549169E-5,-1.816671431E-2,1.910683704E-2
2.502094167E0,-5.683932155E-3,1.195448622E-2,-1.188388109E-2,1.778885762E-2
2.512033167E0,-6.696669906E-3,-2.734925486E-3,-3.748240650E-2,3.817402261E-2
2.521972167E0,-1.085579440E-2,5.431241076E-3,-2.940038502E-2,3.180769233E-2
2.531911167E0,-1.328867465E-2,-6.007940993E-3,-2.655279100E-2,3.029414034E-2
2.541850167E0,-1.478833929E-3,1.645552665E-3,-2.580142379E-2,2.589610517E-2
2.551789167E0,1.096301772E-2,1.253630245E-2,-1.337784469E-2,2.136149258E-2
2.561728167E0,-8.988120630E-3,-9.033034556E-3,-2.040970623E-2,2.406113327E-2
2.571667167E0,-4.934538379E-3,-9.929686803E-3,-2.265620649E-2,2.522403698E-2
