Time (s),Absolute acceleration (m/s^2)
4.123988417E0,8.109115293E-2
4.133925417E0,7.616024857E-2
4.143862417E0,8.260655335E-2
4.153799417E0,8.283176787E-2
4.163736417E0,1.063468820E-1
4.173672417E0,7.914547597E-2
4.183609417E0,8.919286526E-2
4.193546417E0,8.387027376E-2
4.203483417E0,7.847217941E-2
4.213420417E0,9.135627681E-2
4.223357417E0,7.660136187E-2
4.233294417E0,7.799884057E-2
4.243230417E0,8.171690593E-2
4.253167417E0,8.204042291E-2
4.263104417E0,9.075766590E-2
4.273041417E0,9.435993966E-2
4.282978417E0,8.233623635E-2
4.292915417E0,8.282569218E-2
4.302851417E0,7.455000211E-2
4.312788417E0,8.345730771E-2
4.322725417E0,8.572488126E-2
4.332662417E0,8.281196630E-2
4.342599417E0,7.642938967E-2
4.352536417E0,8.908128347E-2
4.362472417E0,8.247415106E-2
4.372409417E0,8.974333233E-2
4.382346417E0,9.047214871E-2
4.392283417E0,8.203105577E-2
4.402220417E0,9.093081514E-2
4.412157417E0,8.483693572E-2
4.422093417E0,9.185232809E-2
4.432030417E0,8.144240009E-2
4.441967417E0,7.498457665E-2
4.451904417E0,8.845317726E-2
4.461841417E0,9.270266248E-2
4.471778417E0,7.905201314E-2
4.481715042E0,9.141947262E-2
4.491651042E0,7.921798620E-2
4.501588042E0,8.526859073E-2
4.511525042E0,7.827083122E-2
4.521462042E0,8.071351786E-2
4.531399042E0,8.472919197E-2
4.541336042E0,9.094528401E-2
4.551272042E0,8.229075378E-2
4.561209042E0,1.035180489E-1
4.571146042E0,9.134243142E-2
4.581083042E0,8.939926062E-2
4.591020042E0,7.628213819E-2
4.600957042E0,7.886942162E-2
4.610893042E0,8.860142356E-2
4.620830042E0,8.161168679E-2
4.630767042E0,8.868579268E-2
4.640704042E0,9.435251242E-2
4.650641042E0,7.954290511E-2
4.660578042E0,9.480331004E-2
4.670515042E0,9.480079888E-2
4.680451042E0,8.212964024E-2
4.690388042E0,8.938375643E-2
4.700325042E0,7.670642484E-2
4.710262042E0,8.716472524E-2
4.720199042E0,8.572206931E-2
4.730136042E0,7.598355378E-2
