Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
5.031077230E-1,1.719489694E-3,3.415137529E-3,6.345748901E-3,7.408666430E-3
5.078529830E-1,4.079431295E-3,1.049582660E-2,8.655548096E-3,1.420290986E-2
5.125982440E-1,1.621142030E-3,3.261551261E-3,1.463890076E-3,3.925403452E-3
5.173435040E-1,-1.03E-02,1.266078651E-2,-8.03E-03,1.818796439E-2
5.220887640E-1,-1.02E-02,7.833436131E-3,-5.59E-03,1.401739841E-2
5.268340250E-1,1.124463975E-2,7.793799043E-3,8.689880371E-3,1.620799949E-2
5.315792850E-1,-3.08E-03,-4.10E-03,6.239891052E-3,8.075570076E-3
5.363245460E-1,4.072576761E-3,-8.80E-03,1.803970337E-2,2.048091291E-2
5.410698060E-1,6.414353848E-3,-1.35E-02,-5.84E-03,1.601265008E-2
5.458150670E-1,1.347881556E-2,-1.48E-03,-1.29E-02,1.871539356E-2
5.505603270E-1,-8.92E-04,-1.46E-03,-5.67E-03,5.923156328E-3
5.553055870E-1,-1.04E-02,-6.19E-03,-5.62E-03,1.336139052E-2
5.600508480E-1,1.535758376E-3,1.049855351E-2,-1.27E-02,1.653951276E-2
5.647960560E-1,-1.27E-02,-1.81E-02,-1.02E-02,2.433815091E-2
5.695413170E-1,6.333351135E-3,-8.44E-03,8.860588074E-3,1.377745571E-2
5.742865770E-1,1.340496540E-2,-3.65E-03,8.785247803E-3,1.643676093E-2
5.790318370E-1,1.804532111E-2,1.294136047E-2,3.965377808E-3,2.255740778E-2
5.837770980E-1,-3.45E-03,3.345593810E-3,3.931999207E-3,6.211754326E-3
5.885223580E-1,1.553650200E-2,-1.09E-02,-8.47E-04,1.902267773E-2
5.932676190E-1,-8.37E-03,3.389015794E-3,-5.58E-03,1.061827699E-2
5.980128790E-1,-1.20E-03,-8.50E-03,1.580238342E-3,8.728536620E-3
6.027581390E-1,-1.19E-03,1.095086336E-3,8.685112000E-3,8.833914031E-3
6.075034000E-1,1.066599786E-2,-1.26E-03,-8.77E-04,1.077543465E-2
6.122486600E-1,-1.55E-02,-1.24E-03,1.099395752E-2,1.905780160E-2
6.169939210E-1,-1.07E-02,-1.23E-03,-1.05E-02,1.498275604E-2
6.217391810E-1,-1.10E-03,1.302453876E-2,-3.25E-03,1.346883085E-2
6.264844420E-1,3.657609224E-3,1.292012632E-2,-1.03E-02,1.694692328E-2
6.312296500E-1,-1.78E-02,-2.76E-02,-1.50E-02,3.604324504E-2
6.359749100E-1,-9.85E-04,-1.31E-02,1.736640930E-3,1.320427000E-2
6.407201710E-1,-2.00E-02,1.325875521E-3,-3.02E-03,2.027999420E-2
6.454654310E-1,-3.23E-03,-1.53E-02,-5.37E-03,1.655043187E-2
6.502106920E-1,-3.25E-03,-5.70E-03,-2.95E-03,7.190815828E-3
6.549559520E-1,-1.27E-02,3.846555948E-3,-5.55E-04,1.331355485E-2
6.597012120E-1,-5.53E-03,3.818631172E-3,-5.50E-04,6.742772354E-3
6.644464730E-1,1.110403240E-2,-2.23E-02,-7.66E-03,2.609841255E-2
6.691917330E-1,-8.02E-03,-5.54E-03,-7.60E-03,1.235988479E-2
6.739369940E-1,-7.95E-03,2.061103284E-2,-1.70E-02,2.789135131E-2
6.786822540E-1,1.589104533E-3,-5.63E-03,-2.75E-04,5.856587733E-3
6.834275140E-1,-1.27E-02,6.256625056E-3,-2.65E-03,1.438766774E-2
6.881727750E-1,1.639068127E-3,-2.70E-02,-2.62E-03,2.718839006E-2
6.929179830E-1,1.346921921E-2,1.355698705E-2,-2.29E-04,1.911188507E-2
6.976632440E-1,1.099079847E-2,-5.54E-03,-2.27E-04,1.230813084E-2
7.024085040E-1,-5.70E-03,1.633465290E-3,-2.25E-04,5.937405740E-3
7.071537640E-1,-9.04E-04,-7.49E-04,-2.23E-04,1.195137869E-3
7.118990250E-1,-7.98E-03,-7.86E-03,4.523277283E-3,1.207862885E-2
7.166442850E-1,1.640886068E-3,1.119399071E-2,-2.64E-03,1.161641818E-2
7.213895460E-1,-1.49E-02,-3.13E-03,-2.61E-03,1.549550704E-2
7.261348060E-1,1.736611128E-3,1.642018557E-3,4.528045654E-3,5.120082089E-3
7.308800670E-1,-1.01E-02,-7.80E-03,-5.00E-03,1.371355776E-2
7.356253270E-1,1.128314435E-2,-2.99E-03,-1.92E-02,2.246579481E-2
7.403705870E-1,-1.25E-02,1.127696037E-2,-5.34E-05,1.685969682E-2
7.451157960E-1,-2.90E-03,-1.01E-02,-2.43E-03,1.082509287E-2
7.498610560E-1,-5.30E-03,-7.68E-03,-9.52E-03,1.333415185E-2
7.546063170E-1,1.840442419E-3,-2.90E-03,4.768371582E-5,3.431170218E-3
7.593515770E-1,-1.48E-02,2.083300054E-2,-9.45E-03,2.723281771E-2
7.640968370E-1,6.680116057E-3,1.680940390E-3,-9.37E-03,1.162635503E-2
7.688420980E-1,9.003624320E-3,-1.97E-02,-4.54E-03,2.211857727E-2
