"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.087475500E0,-5.243422114E-3,7.349091265E-3,-1.244521379E-2,1.537484843E-2
2.097411500E0,-1.401691453E-2,1.336039441E-2,-1.469054461E-2,2.430609249E-2
2.107348500E0,-1.391309447E-2,-1.196870226E-2,-3.464475274E-3,1.867690072E-2
2.117284500E0,-1.243664169E-2,5.246464494E-3,1.030688703E-2,1.698314948E-2
2.127221500E0,-2.340672403E-2,3.212524233E-3,-2.097688615E-2,3.159469567E-2
2.137157500E0,-1.198773198E-2,-1.347950402E-2,-2.022785783E-2,2.710293303E-2
2.147094500E0,-8.080725266E-3,7.702071229E-3,-2.262287736E-2,2.522725911E-2
2.157030500E0,-8.032654758E-3,3.731268193E-3,-1.184528947E-2,1.479042891E-2
2.166967500E0,5.737926395E-3,-3.351021018E-3,-7.054665685E-3,9.691307915E-3
2.176903500E0,-9.133508450E-3,-2.627135720E-3,-1.169501603E-2,1.506971196E-2
2.186840792E0,-1.919045442E-2,6.568154502E-3,-8.401864171E-3,2.195462402E-2
2.196776792E0,-1.404107540E-2,-4.003885486E-3,-7.054080963E-3,1.621551590E-2
2.206713792E0,2.717357572E-3,-1.477335580E-4,-9.748477936E-3,1.012119951E-2
2.216649792E0,-1.750100196E-3,4.852453521E-3,-1.528637588E-2,1.613327132E-2
2.226586792E0,-7.148755607E-3,5.794979003E-3,-9.748477936E-3,1.340594310E-2
2.236522792E0,5.346547812E-5,-1.157813567E-2,-2.621482193E-2,2.865786058E-2
2.246459792E0,-2.123438748E-2,-6.906018499E-4,-3.912371993E-3,2.160284234E-2
2.256395792E0,-8.555893764E-3,-6.923916461E-3,-1.468995988E-2,1.835589438E-2
2.266332792E0,-5.197924610E-3,1.774675632E-3,-1.708439469E-2,1.794559656E-2
2.276268792E0,-1.934004949E-2,4.125672025E-3,-9.150307775E-3,2.178960340E-2
2.286205792E0,-1.901861823E-2,-9.040663345E-4,-1.768373430E-2,2.598537346E-2
2.296141792E0,-1.470760660E-2,1.358469451E-2,-1.169560075E-2,2.318716657E-2
2.306078792E0,-2.289546724E-2,-1.195065355E-2,-1.154591203E-2,2.829007998E-2
2.316015792E0,-1.144895902E-2,1.110272049E-3,-1.693412125E-2,2.047134166E-2
2.325951792E0,7.442239010E-3,-9.562481660E-5,-1.678443253E-2,1.836064381E-2
2.335888792E0,-5.337500616E-3,-7.942209067E-4,-8.701241612E-3,1.023871600E-2
2.345824792E0,-1.923579090E-2,-1.230435528E-2,-2.277139664E-2,3.224824515E-2
2.355761792E0,-1.490362879E-2,-5.803589942E-3,-5.556609035E-3,1.693150056E-2
2.365697792E0,-1.103380557E-2,-1.940065040E-3,-1.782991469E-2,2.105741142E-2
2.375634792E0,9.861523344E-4,5.745483236E-3,-1.019520521E-2,1.174415954E-2
2.385570792E0,-1.324112034E-2,1.234667451E-2,-2.022493422E-2,2.714434754E-2
2.395507792E0,-3.092666819E-2,1.014191789E-2,-2.576341689E-2,4.150988983E-2
2.405443792E0,-5.856484403E-3,1.855691546E-3,-5.855401754E-3,8.486915245E-3
2.415380792E0,-7.237021155E-3,-9.980603261E-4,-1.274108291E-2,1.468692593E-2
2.425316792E0,6.115477227E-3,-6.129197627E-3,-1.513610244E-2,1.743753774E-2
2.435253792E0,-1.522007279E-2,4.420362557E-3,-2.112306654E-2,2.640784280E-2
2.445189792E0,3.228160967E-3,1.150939434E-2,-1.528520644E-2,1.940424482E-2
2.455126792E0,-5.065657622E-3,-5.558061702E-3,-1.244112074E-2,1.453734578E-2
2.465062792E0,-3.192560332E-3,-9.711311571E-4,-2.007466078E-2,2.035012390E-2
2.474999792E0,-1.579973058E-2,1.044745318E-2,-2.336722791E-2,3.008002834E-2
2.484935792E0,-1.053626691E-2,-3.343131845E-3,-1.258964002E-2,1.675376037E-2
2.494872792E0,-1.553452623E-2,-5.583634134E-3,-7.949289680E-3,1.832183620E-2
2.504808792E0,-1.722621594E-2,1.504288046E-2,-1.378714979E-2,2.670423688E-2
2.514745792E0,-2.383300660E-2,2.714400846E-3,-3.339637220E-2,4.111809640E-2
2.524681792E0,-1.094782409E-2,2.670085346E-3,-1.513434827E-2,1.886882895E-2
2.534618792E0,-2.609814257E-2,-8.640115368E-3,-1.588337660E-2,3.174974475E-2
2.544554792E0,-1.127110317E-2,-7.047183076E-3,-1.109275281E-2,1.731328164E-2
2.554491792E0,-1.661176836E-2,5.662128436E-3,-1.363687634E-2,2.222554708E-2
2.564428792E0,-2.606860043E-2,-3.002869575E-3,-6.751195192E-3,2.709553082E-2
2.574364792E0,-3.252347883E-2,9.272770397E-3,-2.260533571E-3,3.389499902E-2
2.584301792E0,-1.746674093E-2,-1.499591544E-3,-9.894658327E-3,2.013057567E-2
2.594237792E0,-8.055171106E-3,1.923117251E-3,-1.139213026E-2,1.408420368E-2
