Time (s),Absolute acceleration (m/s^2)
3.124075292E0,2.653494627E-2
3.134010292E0,3.112559408E-2
3.143945292E0,2.349399104E-2
3.153880292E0,2.057966024E-2
3.163815292E0,1.056521453E-2
3.173750292E0,2.579768159E-2
3.183685292E0,1.860217192E-2
3.193620292E0,2.537133082E-2
3.203555292E0,1.448769763E-2
3.213489292E0,2.823384666E-2
3.223424292E0,2.026978270E-2
3.233359292E0,2.481145081E-2
3.243294292E0,3.971862255E-2
3.253229292E0,3.060513153E-2
3.263164292E0,2.891016280E-2
3.273099292E0,2.006285514E-2
3.283034292E0,2.726610844E-2
3.292969292E0,1.853123023E-2
3.302904292E0,2.319986490E-2
3.312839292E0,2.707415113E-2
3.322774292E0,3.111341809E-2
3.332708292E0,1.942466126E-2
3.342643292E0,2.570532077E-2
3.352578292E0,2.124829137E-2
3.362513292E0,2.533026277E-2
3.372448292E0,1.181298601E-2
3.382383292E0,8.559326055E-3
3.392318292E0,2.315023321E-2
3.402253292E0,3.032629149E-2
3.412188292E0,1.623730992E-2
3.422123292E0,1.891596382E-2
3.432058292E0,9.127569645E-3
3.441992292E0,3.009684875E-2
3.451927292E0,2.291825661E-2
3.461862292E0,9.851488636E-3
3.471797292E0,2.459032749E-2
3.481732292E0,1.949326622E-2
3.491667292E0,1.666712107E-2
3.501602292E0,2.617242598E-2
3.511537292E0,3.547974894E-2
3.521472292E0,3.348690827E-2
3.531407292E0,2.213774689E-2
3.541342292E0,2.361145284E-2
3.551277292E0,2.056322155E-2
3.561211292E0,2.595535678E-2
3.571146292E0,1.390021012E-2
3.581081292E0,2.696613585E-2
3.591016292E0,2.339440717E-2
3.600951292E0,1.442974509E-2
3.610886292E0,2.074688032E-2
3.620821292E0,1.961697713E-2
3.630756292E0,2.286141365E-2
3.640691292E0,4.174724091E-2
3.650627000E0,1.893924810E-2
3.660562000E0,1.618235535E-2
3.670497000E0,3.530069171E-2
3.680431000E0,2.233872018E-2
3.690366000E0,2.830841211E-2
3.700301000E0,3.726246600E-2
3.710236000E0,1.677059683E-2
3.720171000E0,1.982615327E-2
3.730106000E0,1.974743361E-2
3.740041000E0,2.780151907E-2
3.749976000E0,2.430312234E-2
3.759911000E0,1.307773732E-2
3.769846000E0,2.175636593E-2
3.779781000E0,3.469038596E-2
3.789715000E0,3.945976696E-2
3.799650000E0,3.522872971E-2
3.809585000E0,2.270648317E-2
3.819520000E0,3.093233668E-2
3.829455000E0,2.256343876E-2
3.839390000E0,1.618470651E-2
3.849325000E0,3.324254089E-2
3.859260000E0,1.282904389E-2
3.869195000E0,2.969489043E-2
3.879130000E0,2.485462917E-2
3.889065000E0,2.210308179E-2
3.898999000E0,1.540320683E-2
3.908934000E0,2.071417465E-2
3.918869000E0,1.692071562E-2
3.928804000E0,2.860289655E-2
3.938739000E0,2.155163677E-2
3.948674000E0,1.019977589E-2
3.958609000E0,1.644752311E-2
3.968544000E0,1.510246268E-2
3.978479000E0,3.308674915E-2
3.988414000E0,1.253176713E-2
3.998349000E0,1.481372766E-2
4.008284000E0,1.652473987E-2
4.018218000E0,1.612240515E-2
4.028153000E0,1.509982381E-2
4.038088000E0,2.534180127E-2
4.048023000E0,2.423503620E-2
4.057958000E0,1.611192809E-2
4.067893000E0,2.498301232E-2
4.077828000E0,2.005971941E-2
4.087763000E0,2.069492788E-2
4.097698000E0,2.204258023E-2
4.107633000E0,2.377323195E-2
4.117568000E0,2.207938096E-2
4.127502000E0,1.700316396E-2
4.137437000E0,1.240092030E-2
4.147372000E0,4.041781172E-2
4.157307000E0,1.638522805E-2
4.167242000E0,2.586620581E-2
4.177177000E0,2.966713193E-2
4.187112000E0,3.126344354E-2
4.197047000E0,3.127366699E-2
4.206982000E0,1.871306171E-2
4.216917000E0,1.873940529E-2
4.226852000E0,3.312195340E-2
4.236787000E0,2.104912371E-2
4.246721000E0,1.219498139E-2
4.256656000E0,1.403684566E-2
4.266591000E0,2.469717575E-2
4.276526000E0,3.361296261E-2
4.286461000E0,3.527040244E-2
4.296396000E0,2.616462183E-2
4.306331000E0,2.078367712E-2
4.316266000E0,1.013011390E-2
4.326201000E0,1.230942835E-2
4.336136000E0,2.408109045E-2
4.346071000E0,3.213330137E-2
4.356005000E0,2.799869523E-2
4.365940000E0,2.691442496E-2
4.375875000E0,3.264214395E-2
4.385810000E0,1.369665152E-2
4.395745000E0,1.582872173E-2
4.405680000E0,3.050583611E-2
4.415615000E0,2.600670054E-2
4.425550000E0,1.412253658E-2
4.435485000E0,1.335516301E-2
4.445420000E0,2.038784127E-2
4.455355000E0,3.488118128E-2
4.465290000E0,1.948014133E-2
4.475224000E0,2.227785557E-2
4.485159000E0,2.011930702E-2
4.495094000E0,2.666021504E-2
4.505029000E0,3.787475802E-2
4.514964000E0,2.300315383E-2
4.524899000E0,3.933742962E-2
4.534834000E0,2.897038797E-2
4.544769000E0,3.854780752E-2
4.554704000E0,2.093835590E-2
4.564639000E0,2.671873092E-2
4.574574000E0,1.004705023E-2
4.584508000E0,8.053791730E-3
4.594443000E0,1.997089276E-2
4.604378000E0,1.809555772E-2
4.614313000E0,2.424576367E-2
4.624248000E0,2.185173968E-2
4.634183000E0,2.618039906E-2
4.644118000E0,1.937958283E-2
4.654052292E0,8.158593026E-3
4.663987292E0,2.470995985E-2
4.673922292E0,2.166935479E-2
4.683857292E0,3.558212449E-2
4.693792292E0,2.727658268E-2
4.703726292E0,2.598333277E-2
4.713661292E0,2.437370026E-2
4.723596292E0,3.185099658E-2
4.733531292E0,4.471807936E-2
4.743466292E0,2.972178680E-2
4.753401292E0,2.897160623E-2
4.763336292E0,2.511584682E-2
4.773271292E0,1.702714268E-2
4.783206292E0,2.593427739E-2
4.793141292E0,1.938487234E-2
4.803076292E0,2.796847156E-2
4.813011292E0,2.296565494E-2
4.822945292E0,2.899235684E-2
4.832880292E0,1.568148881E-2
4.842815292E0,1.666090390E-2
4.852750292E0,3.109629916E-2
4.862685292E0,1.388798051E-2
4.872620292E0,2.996939248E-2
4.882555292E0,3.249004757E-2
4.892490292E0,1.856355620E-2
4.902425292E0,1.780813628E-2
4.912360292E0,1.635874005E-2
4.922295292E0,3.437439915E-2
4.932229292E0,3.364875356E-2
4.942164292E0,2.278171356E-2
4.952099292E0,1.981280022E-2
4.962034292E0,3.358553585E-2
4.971969292E0,2.660222337E-2
4.981904292E0,2.526878567E-2
4.991839292E0,3.141942167E-2
5.001774292E0,3.206537292E-3
5.011709292E0,1.964605388E-2
5.021644292E0,1.537975946E-2
5.031579292E0,2.307780092E-2
5.041514292E0,1.868653021E-2
5.051448292E0,2.701711148E-2
5.061383292E0,2.167047278E-2
5.071318292E0,2.488864711E-2
5.081253292E0,3.670486114E-2
5.091188292E0,4.034270514E-2
5.101123292E0,1.898465414E-2
5.111058292E0,9.372164622E-3
5.120993292E0,3.813916926E-2
5.130928292E0,3.040692460E-2
5.140863292E0,1.366252995E-2
5.150798292E0,2.149302190E-2
5.160732292E0,2.143370858E-2
5.170667292E0,2.796398318E-2
5.180602292E0,2.525464424E-2
5.190537292E0,2.771845777E-2
5.200472292E0,2.591204252E-2
5.210407292E0,2.195545295E-2
5.220342292E0,2.752697330E-2
5.230277292E0,2.168810587E-2
5.240212292E0,2.130975385E-2
5.250147292E0,2.214448223E-2
5.260082292E0,4.546175760E-2
5.270017292E0,2.659314032E-2
5.279951292E0,1.684396968E-2
5.289886292E0,1.207128946E-2
5.299821292E0,3.168386133E-2
5.309756292E0,2.490123333E-2
5.319691292E0,2.911113781E-2
5.329626292E0,1.356974047E-2
5.339561292E0,1.933934407E-2
5.349496292E0,2.484572319E-2
5.359431292E0,3.718558196E-2
5.369366292E0,2.374159455E-2
5.379301292E0,2.097075447E-2
