Time Lapsed,Temperature
1677.472,29.58
1677.573,29.58
1677.675,29.55
1677.793,29.57
1677.856,29.58
1678.007,29.58
1678.082,29.57
1678.208,29.57
1678.289,29.57
1678.391,29.55
1678.417,29.57
1678.530,29.57
1678.619,29.57
1678.722,29.55
1678.824,29.58
1678.928,29.57
1679.029,29.57
1679.209,29.57
1679.219,29.57
1679.337,29.58
1679.440,29.55
1679.518,29.52
1679.634,29.58
1679.724,29.57
1679.824,29.54
1679.926,29.57
1680.069,29.58
1680.132,29.55
1730.236,29.55
1730.336,29.58
1730.440,29.55
1730.541,29.54
1730.646,29.55
1730.746,29.57
1730.849,29.54
1730.951,29.57
1731.053,29.58
1731.156,29.54
1731.276,29.57
1731.362,29.58
1731.470,29.55
1731.564,29.55
1731.668,29.52
1731.771,29.57
1731.881,29.58
1731.949,29.58
1732.078,29.52
1732.180,29.55
1732.210,29.55
1732.307,29.51
1732.408,29.55
1732.512,29.52
1732.614,29.54
1732.716,29.52
1732.814,29.54
1732.994,29.55
1733.005,29.54
