Time Lapsed,Angle_Z
1010.985,-70.532
1011.078,-70.532
1011.181,-70.532
1011.239,-70.532
1011.398,-70.532
1011.494,-70.532
1011.592,-70.532
1011.690,-70.532
1011.795,-70.532
1011.898,-70.532
1012.000,-70.532
1012.103,-70.532
1012.205,-70.532
1012.308,-70.532
1012.334,-70.532
1012.512,-70.532
1012.540,-70.532
1012.636,-70.532
1012.739,-70.532
1012.852,-70.532
1012.948,-70.532
1013.053,-70.532
1013.150,-70.532
1013.237,-70.532
1013.332,-70.532
1013.433,-70.532
1013.559,-70.532
1013.639,-70.532
1013.741,-70.532
1013.842,-70.532
1013.947,-70.532
1014.048,-70.532
1014.150,-70.532
1014.355,-70.532
1014.357,-70.532
1014.459,-70.532
1014.561,-70.532
1014.662,-70.532
1014.764,-70.532
1014.868,-70.532
1014.971,-70.532
1015.074,-70.532
1015.175,-70.532
1015.277,-70.532
1015.396,-70.532
1015.450,-70.532
1015.584,-70.532
1015.685,-70.532
1015.809,-70.532
1015.890,-70.532
1015.993,-70.532
1016.096,-70.532
1016.131,-70.532
1016.226,-70.532
1016.325,-70.532
1016.427,-70.532
1016.531,-70.532
1016.633,-70.532
1016.733,-70.532
1016.822,-70.532
1016.940,-70.532
1017.041,-70.532
1017.145,-70.532
1017.236,-70.532
1017.326,-70.532
1017.426,-70.532
1017.531,-70.532
1017.645,-70.532
1017.742,-70.532
1017.838,-70.532
1017.940,-70.532
1018.041,-70.532
1018.143,-70.532
1018.248,-70.532
1018.351,-70.532
1018.452,-70.532
1018.555,-70.532
1018.656,-70.532
1018.760,-70.532
1018.862,-70.532
1018.963,-70.532
1019.073,-70.532
1019.167,-70.532
1019.270,-70.532
1019.374,-70.532
1019.484,-70.532
1019.581,-70.532
1019.650,-70.532
1019.783,-70.532
1019.886,-70.532
1019.913,-70.532
1020.090,-70.532
1020.118,-70.532
1070.216,-70.532
1070.319,-70.532
1070.422,-70.532
1070.516,-70.532
1070.628,-70.532
1070.730,-70.532
1070.810,-70.532
1070.917,-70.532
1071.019,-70.532
1071.124,-70.532
1071.222,-70.532
1071.322,-70.532
1071.421,-70.532
1071.528,-70.532
1071.645,-70.532
1071.734,-70.532
1071.830,-70.532
1071.933,-70.532
1072.057,-70.532
1072.138,-70.532
1072.239,-70.532
1072.381,-70.532
1072.447,-70.532
1072.547,-70.532
1072.654,-70.532
1072.760,-70.532
1072.859,-70.532
1072.957,-70.532
1073.059,-70.532
1073.162,-70.532
1073.265,-70.532
1073.367,-70.532
1073.483,-70.532
1073.570,-70.532
1073.673,-70.532
1073.776,-70.532
1073.894,-70.532
1073.981,-70.532
1074.009,-70.532
1074.107,-70.532
1074.217,-70.532
1074.314,-70.532
1074.414,-70.532
1074.595,-70.532
1074.603,-70.532
1074.722,-70.532
1074.800,-70.532
1074.903,-70.532
1075.006,-70.532
1075.108,-70.532
1075.205,-70.532
1075.320,-70.532
1075.416,-70.532
1075.521,-70.532
1075.619,-70.532
1075.731,-70.532
1075.830,-70.532
1075.927,-70.532
1076.028,-70.532
1076.131,-70.532
1076.234,-70.532
1076.337,-70.532
1076.439,-70.532
1076.542,-70.532
1076.643,-70.532
1076.746,-70.532
1076.847,-70.532
1076.951,-70.532
1077.052,-70.532
1077.156,-70.532
1077.258,-70.532
1077.364,-70.532
1077.462,-70.532
1077.568,-70.532
1077.597,-70.532
1077.695,-70.532
1077.793,-70.532
1077.891,-70.532
1078.006,-70.532
1078.105,-70.532
1078.203,-70.532
1078.300,-70.532
1078.407,-70.532
1078.510,-70.532
1078.627,-70.532
1078.692,-70.532
1078.795,-70.532
1078.896,-70.532
1078.998,-70.532
1079.105,-70.532
1079.204,-70.532
1079.306,-70.532
1079.409,-70.532
1079.516,-70.532
1079.614,-70.532
1079.728,-70.532
1079.817,-70.532
1079.920,-70.532
1080.021,-70.532
1080.141,-70.532
1130.228,-70.532
1130.331,-70.532
1130.432,-70.532
1130.533,-70.532
1130.637,-70.532
1130.741,-70.532
1130.841,-70.532
1130.945,-70.532
1131.003,-70.532
1131.152,-70.532
1131.252,-70.532
1131.354,-70.532
1131.382,-70.532
1131.568,-70.532
1131.586,-70.532
1131.687,-70.532
1131.866,-70.532
1131.894,-70.532
1132.002,-70.532
1132.099,-70.532
1132.198,-70.532
1132.302,-70.532
1132.403,-70.532
1132.481,-70.532
1132.583,-70.532
1132.687,-70.532
1132.788,-70.532
1132.890,-70.532
1132.991,-70.532
1133.094,-70.532
1133.198,-70.532
1133.300,-70.532
1133.406,-70.532
1133.504,-70.532
1133.607,-70.532
1133.710,-70.532
1133.815,-70.532
1133.923,-70.532
1134.021,-70.532
1134.140,-70.532
1134.229,-70.532
1134.325,-70.532
1134.425,-70.532
1134.551,-70.532
1134.633,-70.532
1134.732,-70.532
1134.834,-70.532
1134.874,-70.532
1135.040,-70.532
1135.143,-70.532
1135.171,-70.532
1135.347,-70.532
1135.376,-70.532
1135.472,-70.532
1135.577,-70.532
1135.680,-70.532
1135.783,-70.532
1135.883,-70.532
1135.976,-70.532
1136.088,-70.532
1136.190,-70.532
1136.269,-70.532
1136.389,-70.532
1136.472,-70.532
1136.577,-70.532
1136.673,-70.532
1136.782,-70.532
1136.887,-70.532
1136.986,-70.532
1137.089,-70.532
1137.193,-70.532
1137.293,-70.532
1137.394,-70.532
1137.497,-70.532
1137.600,-70.532
1137.702,-70.532
1137.815,-70.532
1137.906,-70.532
1138.011,-70.532
1138.112,-70.532
1138.227,-70.532
1138.315,-70.532
1138.421,-70.532
1138.523,-70.532
1138.625,-70.532
1138.727,-70.532
1138.829,-70.532
1138.931,-70.532
1139.035,-70.532
1139.061,-70.532
1139.161,-70.532
1139.340,-70.532
1139.368,-70.532
1139.471,-70.532
1139.574,-70.532
1139.677,-70.532
1139.775,-70.532
1139.876,-70.532
1139.978,-70.532
1140.065,-70.532
1140.161,-70.532
1190.284,-70.532
1190.387,-70.532
1190.487,-70.532
1190.570,-70.532
1190.692,-70.532
1190.775,-70.532
1190.878,-70.532
1190.980,-70.532
1191.081,-70.532
1191.185,-70.532
1191.286,-70.532
1191.388,-70.532
1191.491,-70.532
1191.595,-70.532
1191.695,-70.532
1191.807,-70.532
1191.902,-70.532
1192.004,-70.532
1192.106,-70.532
1192.226,-70.532
1192.315,-70.532
1192.412,-70.532
1192.540,-70.532
1192.637,-70.532
1192.721,-70.532
1192.751,-70.532
1192.925,-70.532
1192.961,-70.532
1193.060,-70.532
1193.158,-70.532
1193.266,-70.532
1193.359,-70.532
1193.540,-70.532
1193.567,-70.532
1193.665,-70.532
1193.770,-70.532
1193.850,-70.532
1193.949,-70.532
1194.063,-70.532
1194.154,-70.532
1194.257,-70.532
1194.360,-70.532
1194.476,-70.532
1194.562,-70.532
1194.666,-70.532
1194.801,-70.532
1194.871,-70.532
1194.976,-70.532
1195.075,-70.532
1195.177,-70.532
1195.280,-70.532
1195.384,-70.532
1195.486,-70.532
1195.586,-70.532
1195.715,-70.532
1195.793,-70.532
1195.900,-70.532
1195.997,-70.532
1196.125,-70.532
1196.204,-70.532
1196.311,-70.532
1196.341,-70.532
1196.509,-70.532
1196.634,-70.532
1196.652,-70.532
1196.741,-70.532
1196.841,-70.532
1196.943,-70.532
1197.043,-70.532
1197.148,-70.532
1197.253,-70.532
1197.429,-70.532
1197.457,-70.532
1197.557,-70.532
1197.660,-70.532
1197.739,-70.532
1197.840,-70.532
1197.943,-70.532
1198.149,-70.532
1198.153,-70.532
1198.253,-70.532
1198.352,-70.532
1198.472,-70.532
1198.560,-70.532
1198.660,-70.532
1198.761,-70.532
1198.885,-70.532
1198.966,-70.532
1199.074,-70.532
1199.171,-70.532
1199.278,-70.532
1199.376,-70.532
1199.478,-70.532
1199.582,-70.532
1199.688,-70.532
1199.788,-70.532
1199.889,-70.532
1199.999,-70.532
1200.094,-70.532
1200.195,-70.532
1250.310,-70.532
1250.330,-70.532
1250.502,-70.532
1250.530,-70.532
1250.630,-70.532
1250.746,-70.532
1250.833,-70.532
1250.936,-70.532
1251.045,-70.532
1251.145,-70.532
1251.242,-70.532
1251.326,-70.532
1251.449,-70.532
1251.531,-70.532
1251.629,-70.532
1251.731,-70.532
1251.838,-70.532
1251.939,-70.532
1252.040,-70.532
1252.148,-70.532
1252.244,-70.532
1252.346,-70.532
1252.447,-70.532
1252.561,-70.532
1252.657,-70.532
1252.756,-70.532
1252.858,-70.532
1252.963,-70.532
1253.062,-70.532
1253.166,-70.532
1253.268,-70.532
1253.369,-70.532
1253.472,-70.532
1253.575,-70.532
1253.678,-70.532
1253.779,-70.532
1253.883,-70.532
1253.985,-70.532
1254.025,-70.532
1254.189,-70.532
1254.292,-70.532
1254.320,-70.532
1254.420,-70.532
1254.520,-70.532
1254.622,-70.532
1254.721,-70.532
1254.834,-70.532
1254.928,-70.532
1255.033,-70.532
1255.131,-70.532
1255.238,-70.532
1255.322,-70.532
1255.418,-70.532
1255.525,-70.532
1255.622,-70.532
1255.726,-70.532
1255.829,-70.532
1255.935,-70.532
1256.033,-70.532
1256.160,-70.532
1256.237,-70.532
1256.340,-70.532
1256.443,-70.532
1256.559,-70.532
1256.646,-70.532
1256.749,-70.532
1256.852,-70.532
1256.970,-70.532
1257.058,-70.532
1257.158,-70.532
1257.261,-70.532
1257.363,-70.532
1257.467,-70.532
1257.570,-70.532
1257.670,-70.532
1257.773,-70.532
1257.877,-70.532
1257.978,-70.532
1258.116,-70.532
1258.119,-70.532
1258.208,-70.532
1258.395,-70.532
1258.413,-70.532
1258.514,-70.532
1258.614,-70.532
1258.717,-70.532
1258.807,-70.532
1258.905,-70.532
1259.026,-70.532
1259.103,-70.532
1259.207,-70.532
1259.310,-70.532
1259.412,-70.532
1259.515,-70.532
1259.616,-70.532
1259.719,-70.532
1259.820,-70.532
1259.925,-70.532
1260.027,-70.532
1260.128,-70.532
1310.233,-70.532
1310.333,-70.532
1310.433,-70.532
1310.538,-70.532
1310.644,-70.532
1310.744,-70.532
1310.846,-70.532
1310.967,-70.532
1311.051,-70.532
1311.156,-70.532
1311.255,-70.532
1311.380,-70.532
1311.460,-70.532
1311.563,-70.532
1311.702,-70.532
1311.766,-70.532
1311.795,-70.532
1311.972,-70.532
1311.999,-70.532
1312.097,-70.532
1312.199,-70.532
1312.304,-70.532
1312.405,-70.532
1312.507,-70.532
1312.610,-70.532
1312.714,-70.532
1312.805,-70.532
1312.896,-70.532
1312.996,-70.532
1313.097,-70.532
1313.217,-70.532
1313.303,-70.532
1313.406,-70.532
1313.509,-70.532
1313.633,-70.532
1313.713,-70.532
1313.834,-70.532
1313.922,-70.532
1314.021,-70.532
1314.123,-70.532
1314.193,-70.532
1314.327,-70.532
1314.429,-70.532
1314.555,-70.532
1314.644,-70.532
1314.737,-70.532
1314.839,-70.532
1314.940,-70.532
1315.054,-70.532
1315.152,-70.532
1315.247,-70.532
1315.347,-70.532
1315.450,-70.532
1315.556,-70.532
1315.655,-70.532
1315.762,-70.532
1315.786,-70.532
1315.888,-70.532
1315.988,-70.532
1316.170,-70.532
1316.198,-70.532
1316.283,-70.532
1316.383,-70.532
1316.485,-70.532
1316.585,-70.532
1316.683,-70.532
1316.784,-70.532
1316.891,-70.532
1316.989,-70.532
1317.092,-70.532
1317.215,-70.532
1317.297,-70.532
1317.399,-70.532
1317.501,-70.532
1317.629,-70.532
1317.724,-70.532
1317.809,-70.532
1317.910,-70.532
1318.043,-70.532
1318.114,-70.532
1318.217,-70.532
1318.320,-70.532
1318.428,-70.532
1318.526,-70.532
1318.628,-70.532
1318.754,-70.532
1318.832,-70.532
1318.959,-70.532
1319.052,-70.532
1319.168,-70.532
1319.242,-70.532
1319.339,-70.532
1319.464,-70.532
1319.550,-70.532
1319.677,-70.532
1319.679,-70.532
1319.787,-70.532
1319.882,-70.532
1319.984,-70.532
1320.164,-70.532
1320.172,-70.532
1610.293,-70.532
1610.391,-70.532
1610.471,-70.532
1610.578,-70.532
1610.676,-70.532
1610.779,-70.532
1610.891,-70.532
1610.984,-70.532
1611.090,-70.532
1611.189,-70.532
1611.302,-70.532
1611.401,-70.532
1611.494,-70.532
1611.596,-70.532
1611.699,-70.532
1611.803,-70.532
1611.907,-70.532
1612.007,-70.532
1612.130,-70.532
1612.264,-70.532
1612.315,-70.532
1612.416,-70.532
1612.476,-70.532
1612.622,-70.532
1612.727,-70.532
1612.787,-70.532
1612.929,-70.532
1612.994,-70.532
1613.139,-70.532
1613.167,-70.532
1613.264,-70.532
1613.462,-70.532
1613.480,-70.532
1613.573,-70.532
1613.668,-70.532
1613.773,-70.532
1613.872,-70.532
1613.977,-70.532
1614.079,-70.532
1614.197,-70.532
1614.262,-70.532
1614.381,-70.532
1614.464,-70.532
1614.567,-70.532
1614.676,-70.532
1614.771,-70.532
1614.875,-70.532
1614.977,-70.532
1615.081,-70.532
1615.206,-70.532
1615.302,-70.532
1615.413,-70.532
1615.489,-70.532
1615.595,-70.532
1615.711,-70.532
1615.796,-70.532
1615.898,-70.532
1616.001,-70.532
1616.105,-70.532
1616.205,-70.532
1616.308,-70.532
1616.412,-70.532
1616.516,-70.532
1616.614,-70.532
1616.717,-70.532
1616.818,-70.532
1616.923,-70.532
