Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 17:27:34.858,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.223, -87.155, -12.156, -55.980, 3.920, 38.753, 29.73,,,,,,,,,,,,,,,,
 17:27:34.963,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.229, -87.155, -12.156, -55.973, 3.840, 38.967, 29.74,,,,,,,,,,,,,,,,
 17:27:35.063,COM3,, 0.998, -0.057, 0.014, 0.000, 0.000, 0.000, -76.240, -87.155, -12.156, -55.873, 3.880, 38.847, 29.76,,,,,,,,,,,,,,,,
 17:27:35.158,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.240, -87.155, -12.156, -55.893, 3.793, 38.867, 29.73,,,,,,,,,,,,,,,,
 17:27:35.259,COM3,, 0.999, -0.058, 0.012, 0.000, 0.000, 0.000, -76.240, -87.155, -12.156, -55.920, 3.873, 38.773, 29.74,,,,,,,,,,,,,,,,
 17:27:35.357,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.256, -87.155, -12.156, -55.953, 3.853, 38.713, 29.77,,,,,,,,,,,,,,,,
 17:27:35.443,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.262, -87.155, -12.156, -55.973, 3.853, 38.880, 29.76,,,,,,,,,,,,,,,,
 17:27:35.573,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.278, -87.155, -12.156, -55.973, 4.000, 38.647, 29.77,,,,,,,,,,,,,,,,
 17:27:35.649,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.289, -87.155, -12.156, -55.953, 3.873, 38.760, 29.74,,,,,,,,,,,,,,,,
 17:27:35.748,COM3,, 0.998, -0.057, 0.014, 0.000, 0.000, 0.000, -76.300, -87.155, -12.156, -55.993, 3.907, 38.840, 29.71,,,,,,,,,,,,,,,,
 17:27:35.868,COM3,, 0.998, -0.058, 0.012, 0.000, 0.000, 0.000, -76.295, -87.155, -12.156, -55.920, 3.813, 38.893, 29.74,,,,,,,,,,,,,,,,
 17:27:35.960,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.300, -87.155, -12.156, -56.073, 3.847, 38.900, 29.74,,,,,,,,,,,,,,,,
 17:27:36.061,COM3,, 0.998, -0.057, 0.012, 0.000, 0.000, 0.000, -76.306, -87.155, -12.156, -55.907, 3.900, 38.453, 29.79,,,,,,,,,,,,,,,,
 17:27:36.159,COM3,, 0.998, -0.058, 0.012, 0.000, 0.000, 0.000, -76.311, -87.155, -12.156, -56.040, 3.953, 38.753, 29.73,,,,,,,,,,,,,,,,
 17:27:36.260,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.322, -87.155, -12.156, -56.047, 3.840, 38.593, 29.76,,,,,,,,,,,,,,,,
 17:27:36.359,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.333, -87.155, -12.156, -55.993, 3.893, 38.720, 29.74,,,,,,,,,,,,,,,,
 17:27:36.460,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.344, -87.155, -12.156, -56.013, 3.800, 38.873, 29.73,,,,,,,,,,,,,,,,
 17:27:36.559,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.339, -87.155, -12.156, -55.873, 3.887, 38.433, 29.74,,,,,,,,,,,,,,,,
 17:27:36.653,COM3,, 0.998, -0.057, 0.014, 0.000, 0.000, 0.000, -76.322, -87.155, -12.156, -56.033, 3.893, 38.787, 29.76,,,,,,,,,,,,,,,,
 17:27:36.752,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.317, -87.155, -12.156, -55.820, 3.873, 38.633, 29.76,,,,,,,,,,,,,,,,
 17:27:36.859,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.317, -87.155, -12.156, -55.880, 3.800, 38.720, 29.74,,,,,,,,,,,,,,,,
 17:27:36.972,COM3,, 0.998, -0.057, 0.013, 0.000, 0.000, 0.000, -76.333, -87.155, -12.156, -55.973, 3.847, 38.753, 29.76,,,,,,,,,,,,,,,,
 17:27:37.041,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.339, -87.155, -12.156, -55.880, 3.860, 38.547, 29.76,,,,,,,,,,,,,,,,
 17:27:37.142,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.328, -87.155, -12.156, -55.973, 3.887, 39.300, 29.73,,,,,,,,,,,,,,,,
 17:27:37.242,COM3,, 0.998, -0.057, 0.013, 0.000, 0.000, 0.000, -76.328, -87.155, -12.156, -55.960, 3.833, 38.973, 29.79,,,,,,,,,,,,,,,,
 17:27:37.338,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.333, -87.160, -12.156, -55.960, 3.873, 38.847, 29.76,,,,,,,,,,,,,,,,
 17:27:37.455,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.333, -87.160, -12.156, -56.013, 3.920, 39.240, 29.74,,,,,,,,,,,,,,,,
 17:27:37.554,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.339, -87.160, -12.156, -55.820, 3.927, 38.947, 29.79,,,,,,,,,,,,,,,,
 17:27:37.655,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.344, -87.160, -12.156, -55.887, 3.913, 38.940, 29.74,,,,,,,,,,,,,,,,
